mode,name,u,epoch,nr,gm_ms,v2_ms,gm_status,v2_status,mu_error,jac_error,topology_ms,seed_ms,connection_ms,transport_ms,arc_ms,reseed_ms,seeds,nodes,transported,connection_attempts,connection_failed,steps,rejected
warm,rand005,0.0,1,64,0.918777,0.896880,0,0,0.000000e+00,0.000000e+00,0.833045,0.000000,0.000000,0.000000,0.081703,0,0,0,0,0,0,0,0
cold,rand005,0.5,0,64,93.727752,0.972281,0,0,2.698812e-16,0.000000e+00,0.783573,0.135850,90.874504,1.814547,0.070809,0,2,128,128,164,0,164,0
cold,rand005,0.5,1,64,94.000756,1.159865,0,0,8.995228e-17,0.000000e+00,0.959845,0.135585,90.957401,1.829006,0.070434,0,2,128,128,164,0,164,0
warm_init,rand005,0.5,0,64,93.854317,0.973422,0,0,2.698812e-16,0.000000e+00,0.787480,0.135549,90.971930,1.836417,0.069130,0,2,128,128,164,0,164,0
warm,rand005,0.5,1,64,93.888030,1.044370,0,0,8.995228e-17,0.000000e+00,0.845118,0.141662,90.947406,1.823273,0.082113,0,2,128,128,164,0,164,0
cold,rand006,0.0,0,64,1.679597,0.894833,0,0,1.494741e-16,0.000000e+00,1.078406,0.000000,0.000000,0.000000,0.592176,0,0,0,0,0,0,0,0
cold,rand006,0.0,1,64,1.488525,0.858464,0,0,0.000000e+00,0.000000e+00,0.944378,0.000000,0.000000,0.000000,0.535319,0,0,0,0,0,0,0,0
warm_init,rand006,0.0,0,64,1.652737,0.868619,0,0,1.494741e-16,0.000000e+00,1.053122,0.000000,0.000000,0.000000,0.590804,0,0,0,0,0,0,0,0
warm,rand006,0.0,1,64,1.052767,0.750291,0,0,0.000000e+00,0.000000e+00,0.500590,0.000000,0.000000,0.000000,0.543373,0,0,0,0,0,0,0,0
cold,rand006,0.5,0,64,246.683398,1.240983,0,0,2.319088e-15,0.000000e+00,1.064064,0.340899,239.534237,5.033066,0.588769,0,5,320,320,432,0,432,22
cold,rand006,0.5,1,64,246.615830,1.228718,0,0,3.292206e-15,0.000000e+00,0.944281,0.344668,239.630273,5.038966,0.536207,0,5,320,320,432,0,432,22
warm_init,rand006,0.5,0,64,246.973721,1.238356,0,0,2.319088e-15,0.000000e+00,1.062294,0.339090,239.826642,5.027990,0.595345,0,5,320,320,432,0,432,22
warm,rand006,0.5,1,64,246.118131,1.110122,0,0,3.292206e-15,0.000000e+00,0.505799,0.345110,239.542553,5.067300,0.535616,0,5,320,320,432,0,432,22
cold,rand007,0.0,0,64,0.933908,0.857389,0,0,2.088168e-14,0.000000e+00,0.823406,0.000000,0.000000,0.000000,0.106343,0,0,0,0,0,0,0,0
cold,rand007,0.0,1,64,0.955672,0.854735,0,0,0.000000e+00,0.000000e+00,0.832384,0.000000,0.000000,0.000000,0.119171,0,0,0,0,0,0,0,0
warm_init,rand007,0.0,0,64,0.917019,0.845837,0,0,2.088168e-14,0.000000e+00,0.807264,0.000000,0.000000,0.000000,0.105744,0,0,0,0,0,0,0,0
warm,rand007,0.0,1,64,1.353092,0.930994,0,0,0.000000e+00,0.000000e+00,0.722474,0.000000,0.000000,0.000000,0.626512,0,0,0,0,0,0,0,0
cold,rand007,0.5,0,64,93.830797,0.985117,0,0,1.581946e-14,0.000000e+00,0.805499,0.135840,90.915951,1.818218,0.106187,0,2,128,128,164,0,164,0
cold,rand007,0.5,1,64,93.924302,0.987665,0,0,7.340243e-14,0.000000e+00,0.829969,0.141102,90.969942,1.814003,0.120467,0,2,128,128,164,0,164,0
warm_init,rand007,0.5,0,64,93.918343,0.980503,0,0,1.581946e-14,0.000000e+00,0.800916,0.135433,90.993165,1.834156,0.105755,0,2,128,128,164,0,164,0
warm,rand007,0.5,1,64,94.314027,1.072722,0,0,7.340243e-14,0.000000e+00,0.715833,0.135713,90.956708,1.823310,0.632235,0,2,128,128,164,0,164,0
cold,rand008,0.0,0,64,1.204088,0.870539,4,8,3.124589e-15,0.000000e+00,1.100282,0.000000,0.000000,0.000000,0.099633,0,0,0,0,0,0,0,0
cold,rand008,0.0,1,64,1.079398,0.852444,4,8,4.031726e-15,0.000000e+00,0.970929,0.000000,0.000000,0.000000,0.104453,0,0,0,0,0,0,0,0
warm_init,rand008,0.0,0,64,1.185372,0.859782,4,8,3.124589e-15,0.000000e+00,1.082329,0.000000,0.000000,0.000000,0.099029,0,0,0,0,0,0,0,0
warm,rand008,0.0,1,64,1.411160,0.970560,4,8,4.031726e-15,0.000000e+00,0.743367,0.000000,0.000000,0.000000,0.663687,0,0,0,0,0,0,0,0
cold,rand008,0.5,0,64,94.108928,0.998441,4,8,3.144747e-14,0.000000e+00,1.074123,0.135900,90.929062,1.820684,0.100816,0,2,128,128,164,0,164,0
cold,rand008,0.5,1,64,94.032173,0.997988,4,8,2.751653e-14,0.000000e+00,0.966303,0.135766,90.946961,1.829579,0.104985,0,2,128,128,164,0,164,0
warm_init,rand008,0.5,0,64,94.104199,0.990110,4,8,3.144747e-14,0.000000e+00,1.076516,0.142599,90.898309,1.839711,0.098789,0,2,128,128,164,0,164,0
warm,rand008,0.5,1,64,94.357828,1.118350,4,8,2.751653e-14,0.000000e+00,0.744984,0.135759,90.944158,1.825643,0.658871,0,2,128,128,164,0,164,0
cold,rand009,0.0,0,64,1.140907,1.060661,0,0,3.708141e-15,0.000000e+00,1.014052,0.000000,0.000000,0.000000,0.122798,0,0,0,0,0,0,0,0
cold,rand009,0.0,1,64,1.169042,1.059944,0,0,3.375735e-14,0.000000e+00,1.044997,0.000000,0.000000,0.000000,0.120003,0,0,0,0,0,0,0,0
warm_init,rand009,0.0,0,64,1.119805,1.045656,0,0,3.708141e-15,0.000000e+00,1.002603,0.000000,0.000000,0.000000,0.113215,0,0,0,0,0,0,0,0
warm,rand009,0.0,1,64,1.057396,0.952760,0,0,3.375735e-14,0.000000e+00,0.898695,0.000000,0.000000,0.000000,0.154671,0,0,0,0,0,0,0,0
cold,rand009,0.5,0,64,94.124148,1.206523,0,0,0.000000e+00,0.000000e+00,0.995557,0.136004,91.017823,1.812871,0.113680,0,2,128,128,164,0,164,0
cold,rand009,0.5,1,64,94.143664,1.207807,0,0,2.276071e-14,0.000000e+00,1.035784,0.135430,90.966564,1.823423,0.126505,0,2,128,128,164,0,164,0
warm_init,rand009,0.5,0,64,94.057375,1.199936,0,0,0.000000e+00,0.000000e+00,1.000676,0.135780,90.943642,1.815559,0.113426,0,2,128,128,164,0,164,0
warm,rand009,0.5,1,64,94.024040,1.104161,0,0,2.276071e-14,0.000000e+00,0.899775,0.135560,90.954407,1.824579,0.161519,0,2,128,128,164,0,164,0
cold,rand010,0.0,0,64,1.719088,1.311932,0,0,1.636499e-15,0.000000e+00,0.985230,0.000000,0.000000,0.000000,0.725067,0,0,0,0,0,0,0,0
cold,rand010,0.0,1,64,1.597824,1.264268,0,0,2.455440e-15,0.000000e+00,0.906273,0.000000,0.000000,0.000000,0.682692,0,0,0,0,0,0,0,0
warm_init,rand010,0.0,0,64,1.700169,1.293969,0,0,1.636499e-15,0.000000e+00,0.969053,0.000000,0.000000,0.000000,0.722386,0,0,0,0,0,0,0,0
warm,rand010,0.0,1,64,1.477795,1.159194,0,0,2.455440e-15,0.000000e+00,0.788511,0.000000,0.000000,0.000000,0.680543,0,0,0,0,0,0,0,0
cold,rand010,0.5,0,64,234.221648,1.669039,0,0,4.300315e-15,0.000000e+00,0.977102,0.340162,227.493516,4.565650,0.725896,0,5,320,320,410,0,410,0
cold,rand010,0.5,1,64,233.984877,1.624613,0,0,4.301523e-15,0.000000e+00,0.893488,0.338347,227.416523,4.536684,0.680693,0,5,320,320,410,0,410,0
warm_init,rand010,0.5,0,64,234.082239,1.672321,0,0,4.300315e-15,0.000000e+00,0.976966,0.343937,227.366795,4.553147,0.720789,0,5,320,320,410,0,410,0
warm,rand010,0.5,1,64,233.908523,1.507406,0,0,4.301523e-15,0.000000e+00,0.780109,0.338910,227.419113,4.575579,0.675907,0,5,320,320,410,0,410,0
cold,rand011,0.0,0,64,3.047636,1.613024,0,0,1.454729e-16,0.000000e+00,1.355080,0.000000,0.000000,0.000000,1.685133,0,0,0,0,0,0,0,0
cold,rand011,0.0,1,64,2.707357,1.311696,0,0,1.890975e-15,0.000000e+00,1.028490,0.000000,0.000000,0.000000,1.671431,0,0,0,0,0,0,0,0
warm_init,rand011,0.0,0,64,3.029279,1.599974,0,0,1.454729e-16,0.000000e+00,1.333039,0.000000,0.000000,0.000000,1.688792,0,0,0,0,0,0,0,0
warm,rand011,0.0,1,64,2.605700,1.206418,0,0,1.890975e-15,0.000000e+00,0.911611,0.000000,0.000000,0.000000,1.686651,0,0,0,0,0,0,0,0
cold,rand011,0.5,0,64,188.946745,1.905655,0,0,7.274436e-16,0.000000e+00,1.326334,0.271659,181.936402,3.629144,1.687272,0,4,256,256,328,0,328,0
cold,rand011,0.5,1,64,188.596718,1.592328,0,0,1.018328e-15,0.000000e+00,1.028244,0.277797,181.897614,3.624101,1.672707,0,4,256,256,328,0,328,0
warm_init,rand011,0.5,0,64,189.112633,1.906905,0,0,7.274436e-16,0.000000e+00,1.334521,0.271344,182.077804,3.637557,1.690214,0,4,256,256,328,0,328,0
warm,rand011,0.5,1,64,188.516946,1.470724,0,0,1.018328e-15,0.000000e+00,0.912896,0.271462,181.944615,3.617220,1.675128,0,4,256,256,328,0,328,0
cold,rand012,0.0,0,64,1.125612,0.987893,0,0,4.046733e-15,0.000000e+00,0.924231,0.000000,0.000000,0.000000,0.197232,0,0,0,0,0,0,0,0
cold,rand012,0.0,1,64,1.214140,0.980736,0,0,1.076054e-14,0.000000e+00,1.000599,0.000000,0.000000,0.000000,0.209436,0,0,0,0,0,0,0,0
warm_init,rand012,0.0,0,64,1.107174,0.976161,0,0,4.046733e-15,0.000000e+00,0.906426,0.000000,0.000000,0.000000,0.196696,0,0,0,0,0,0,0,0
warm,rand012,0.0,1,64,1.118128,0.891830,0,0,1.076054e-14,0.000000e+00,0.878718,0.000000,0.000000,0.000000,0.235284,0,0,0,0,0,0,0,0
cold,rand012,0.5,0,64,94.098764,1.108769,0,0,5.978134e-15,0.000000e+00,0.908869,0.137266,90.982902,1.821530,0.199534,0,2,128,128,164,0,164,0
cold,rand012,0.5,1,64,94.101820,1.102197,0,0,1.241602e-14,0.000000e+00,0.993345,0.135644,90.912875,1.802126,0.209418,0,2,128,128,164,0,164,0
warm_init,rand012,0.5,0,64,94.028136,1.106487,0,0,5.978134e-15,0.000000e+00,0.902542,0.135461,90.920609,1.824502,0.196857,0,2,128,128,164,0,164,0
warm,rand012,0.5,1,64,94.056647,1.013989,0,0,1.241602e-14,0.000000e+00,0.869394,0.135763,90.939200,1.824153,0.239946,0,2,128,128,164,0,164,0
cold,rand013,0.0,0,64,0.889166,0.848093,0,0,0.000000e+00,0.000000e+00,0.786501,0.000000,0.000000,0.000000,0.098617,0,0,0,0,0,0,0,0
cold,rand013,0.0,1,64,1.104826,0.856601,0,0,6.584151e-16,0.000000e+00,1.003989,0.000000,0.000000,0.000000,0.096728,0,0,0,0,0,0,0,0
warm_init,rand013,0.0,0,64,0.869975,0.839177,0,0,0.000000e+00,0.000000e+00,0.773779,0.000000,0.000000,0.000000,0.092212,0,0,0,0,0,0,0,0
warm,rand013,0.0,1,64,0.815703,0.743691,0,0,6.584151e-16,0.000000e+00,0.720802,0.000000,0.000000,0.000000,0.090936,0,0,0,0,0,0,0,0
cold,rand013,0.5,0,64,98.477796,0.991404,0,0,1.647389e-16,0.000000e+00,0.766295,0.142729,95.411071,2.015529,0.093043,0,2,128,128,172,0,172,8
cold,rand013,0.5,1,64,98.668205,1.002202,0,0,3.294485e-16,0.000000e+00,0.995698,0.135423,95.409945,1.987029,0.090946,0,2,128,128,172,0,172,8
warm_init,rand013,0.5,0,64,98.434056,0.985567,0,0,1.647389e-16,0.000000e+00,0.772083,0.135719,95.388258,1.997019,0.092079,0,2,128,128,172,0,172,8
warm,rand013,0.5,1,64,98.329638,0.888452,0,0,3.294485e-16,0.000000e+00,0.732162,0.135547,95.321064,1.993668,0.097729,0,2,128,128,172,0,172,8
cold,rand014,0.0,0,64,1.373880,0.800943,0,0,2.499513e-15,0.000000e+00,0.989156,0.000000,0.000000,0.000000,0.380680,0,0,0,0,0,0,0,0
cold,rand014,0.0,1,64,1.385329,0.790320,0,0,9.819496e-16,0.000000e+00,0.939351,0.000000,0.000000,0.000000,0.441952,0,0,0,0,0,0,0,0
warm_init,rand014,0.0,0,64,1.351310,0.786637,0,0,2.499513e-15,0.000000e+00,0.973936,0.000000,0.000000,0.000000,0.373375,0,0,0,0,0,0,0,0
warm,rand014,0.0,1,64,1.197555,0.731856,0,0,9.819496e-16,0.000000e+00,0.689185,0.000000,0.000000,0.000000,0.504291,0,0,0,0,0,0,0,0
cold,rand014,0.5,0,64,94.300893,0.930745,0,0,1.785367e-15,0.000000e+00,0.968155,0.135993,90.939420,1.825849,0.377220,0,2,128,128,164,0,164,0
cold,rand014,0.5,1,64,94.309360,0.925813,0,0,1.874631e-15,0.000000e+00,0.923378,0.135846,90.952674,1.807396,0.441669,0,2,128,128,164,0,164,0
warm_init,rand014,0.5,0,64,94.369888,0.928209,0,0,1.785367e-15,0.000000e+00,0.971440,0.135692,90.999361,1.841329,0.373037,0,2,128,128,164,0,164,0
warm,rand014,0.5,1,64,94.189936,0.874376,0,0,1.874631e-15,0.000000e+00,0.681502,0.143542,90.978045,1.833878,0.504142,0,2,128,128,164,0,164,0
cold,rand015,0.0,0,64,0.908794,0.869746,0,0,7.156799e-16,0.000000e+00,0.825706,0.000000,0.000000,0.000000,0.078909,0,0,0,0,0,0,0,0
cold,rand015,0.0,1,64,0.913629,0.861844,0,0,2.862785e-16,0.000000e+00,0.801518,0.000000,0.000000,0.000000,0.108083,0,0,0,0,0,0,0,0
warm_init,rand015,0.0,0,64,0.887661,0.857248,0,0,7.156799e-16,0.000000e+00,0.805796,0.000000,0.000000,0.000000,0.077871,0,0,0,0,0,0,0,0
warm,rand015,0.0,1,64,0.825589,0.752310,0,0,2.862785e-16,0.000000e+00,0.690593,0.000000,0.000000,0.000000,0.130937,0,0,0,0,0,0,0,0
cold,rand015,0.5,0,64,93.857571,1.005128,0,0,8.588262e-16,0.000000e+00,0.798083,0.135519,90.963231,1.826307,0.085397,0,2,128,128,164,0,164,0
cold,rand015,0.5,1,64,93.835394,0.996543,0,0,2.862819e-16,0.000000e+00,0.797554,0.135809,90.916698,1.828230,0.108353,0,2,128,128,164,0,164,0
warm_init,rand015,0.5,0,64,93.808158,1.005767,0,0,8.588262e-16,0.000000e+00,0.807255,0.135481,90.925890,1.809212,0.081648,0,2,128,128,164,0,164,0
warm,rand015,0.5,1,64,93.759152,0.897163,0,0,2.862819e-16,0.000000e+00,0.686307,0.135705,90.925930,1.825884,0.136957,0,2,128,128,164,0,164,0
cold,rand016,0.0,0,64,1.622648,1.278565,0,0,1.095381e-15,0.000000e+00,1.063801,0.000000,0.000000,0.000000,0.551595,0,0,0,0,0,0,0,0
cold,rand016,0.0,1,64,1.517682,1.273274,0,0,7.583285e-16,0.000000e+00,0.958361,0.000000,0.000000,0.000000,0.552107,0,0,0,0,0,0,0,0
warm_init,rand016,0.0,0,64,1.597697,1.260562,0,0,1.095381e-15,0.000000e+00,1.040295,0.000000,0.000000,0.000000,0.550217,0,0,0,0,0,0,0,0
warm,rand016,0.0,1,64,1.400223,1.155203,0,0,7.583285e-16,0.000000e+00,0.831459,0.000000,0.000000,0.000000,0.561537,0,0,0,0,0,0,0,0
cold,rand016,0.5,0,64,187.463152,1.550247,0,0,6.740889e-16,0.000000e+00,1.054661,0.272836,181.834104,3.649390,0.556315,0,4,256,256,328,0,328,0
cold,rand016,0.5,1,64,187.392176,1.563633,0,0,4.212987e-16,0.000000e+00,0.951645,0.271400,181.863209,3.651077,0.558779,0,4,256,256,328,0,328,0
warm_init,rand016,0.5,0,64,187.473757,1.551449,0,0,6.740889e-16,0.000000e+00,1.042645,0.271259,181.860432,3.649412,0.554294,0,4,256,256,328,0,328,0
warm,rand016,0.5,1,64,187.283563,1.447708,0,0,4.212987e-16,0.000000e+00,0.835557,0.271347,181.883394,3.634572,0.562772,0,4,256,256,328,0,328,0
cold,rand017,0.0,0,64,0.873414,0.838789,0,0,2.787327e-16,0.000000e+00,0.783465,0.000000,0.000000,0.000000,0.085787,0,0,0,0,0,0,0,0
cold,rand017,0.0,1,64,0.869210,0.836343,0,0,6.968042e-16,0.000000e+00,0.772564,0.000000,0.000000,0.000000,0.092593,0,0,0,0,0,0,0,0
warm_init,rand017,0.0,0,64,0.856262,0.830310,0,0,2.787327e-16,0.000000e+00,0.766842,0.000000,0.000000,0.000000,0.085335,0,0,0,0,0,0,0,0
warm,rand017,0.0,1,64,0.747651,0.710966,0,0,6.968042e-16,0.000000e+00,0.642354,0.000000,0.000000,0.000000,0.101292,0,0,0,0,0,0,0,0
cold,rand017,0.5,0,64,93.854370,0.981205,0,0,7.389144e-15,0.000000e+00,0.760144,0.135564,90.998196,1.826705,0.085023,0,2,128,128,164,0,164,0
cold,rand017,0.5,1,64,93.792793,0.971769,0,0,8.364738e-16,0.000000e+00,0.766603,0.142252,90.941518,1.800582,0.093113,0,2,128,128,164,0,164,0
warm_init,rand017,0.5,0,64,93.833890,0.973569,0,0,7.389144e-15,0.000000e+00,0.761245,0.135822,90.957111,1.844403,0.086776,0,2,128,128,164,0,164,0
warm,rand017,0.5,1,64,93.758966,0.856643,0,0,8.364738e-16,0.000000e+00,0.642493,0.135351,91.009775,1.821467,0.094383,0,2,128,128,164,0,164,0
cold,rand018,0.0,0,64,0.967944,0.873860,0,0,1.385531e-15,0.000000e+00,0.859832,0.000000,0.000000,0.000000,0.103944,0,0,0,0,0,0,0,0
cold,rand018,0.0,1,64,0.965872,0.865050,0,0,3.879506e-15,0.000000e+00,0.857872,0.000000,0.000000,0.000000,0.103904,0,0,0,0,0,0,0,0
warm_init,rand018,0.0,0,64,0.948105,0.865523,0,0,1.385531e-15,0.000000e+00,0.841200,0.000000,0.000000,0.000000,0.102925,0,0,0,0,0,0,0,0
warm,rand018,0.0,1,64,1.066256,0.812922,0,0,3.879506e-15,0.000000e+00,0.740052,0.000000,0.000000,0.000000,0.322116,0,0,0,0,0,0,0,0
cold,rand018,0.5,0,64,93.948449,1.001240,0,0,1.233124e-14,0.000000e+00,0.839261,0.135882,90.995460,1.825518,0.103163,0,2,128,128,164,0,164,0
cold,rand018,0.5,1,64,93.914421,1.005106,0,0,3.879509e-15,0.000000e+00,0.845097,0.135495,90.944717,1.837022,0.103347,0,2,128,128,164,0,164,0
warm_init,rand018,0.5,0,64,93.953715,1.008912,0,0,1.233124e-14,0.000000e+00,0.834933,0.135900,90.987759,1.836091,0.110256,0,2,128,128,164,0,164,0
warm,rand018,0.5,1,64,94.070885,0.969090,0,0,3.879509e-15,0.000000e+00,0.733552,0.135685,90.996522,1.832278,0.323916,0,2,128,128,164,0,164,0
cold,rand019,0.0,0,64,0.937403,0.866600,0,0,8.169718e-16,0.000000e+00,0.826231,0.000000,0.000000,0.000000,0.107083,0,0,0,0,0,0,0,0
cold,rand019,0.0,1,64,0.890152,0.863515,0,0,8.169708e-16,0.000000e+00,0.799408,0.000000,0.000000,0.000000,0.086681,0,0,0,0,0,0,0,0
warm_init,rand019,0.0,0,64,0.922182,0.862312,0,0,8.169718e-16,0.000000e+00,0.818583,0.000000,0.000000,0.000000,0.099571,0,0,0,0,0,0,0,0
warm,rand019,0.0,1,64,0.781433,0.755178,0,0,8.169708e-16,0.000000e+00,0.677326,0.000000,0.000000,0.000000,0.100095,0,0,0,0,0,0,0,0
cold,rand019,0.5,0,64,93.911024,1.019952,0,0,8.689786e-15,0.000000e+00,0.803765,0.136107,90.988240,1.834556,0.099214,0,2,128,128,164,0,164,0
cold,rand019,0.5,1,64,93.883846,1.006655,0,0,5.570369e-15,0.000000e+00,0.797355,0.135862,90.997131,1.818551,0.086147,0,2,128,128,164,0,164,0
warm_init,rand019,0.5,0,64,93.871664,1.003308,0,0,8.689786e-15,0.000000e+00,0.813079,0.135490,90.951392,1.823314,0.099527,0,2,128,128,164,0,164,0
warm,rand019,0.5,1,64,93.759985,0.899966,0,0,5.570369e-15,0.000000e+00,0.678829,0.135680,90.958579,1.828556,0.109282,0,2,128,128,164,0,164,0
cold,rand020,0.0,0,64,1.013306,0.527831,0,0,0.000000e+00,0.000000e+00,0.869193,0.000000,0.000000,0.000000,0.138362,0,0,0,0,0,0,0,0
cold,rand020,0.0,1,64,0.829448,0.528099,0,0,2.831001e-16,0.000000e+00,0.692138,0.000000,0.000000,0.000000,0.131720,0,0,0,0,0,0,0,0
warm_init,rand020,0.0,0,64,0.995925,0.517275,0,0,0.000000e+00,0.000000e+00,0.852856,0.000000,0.000000,0.000000,0.137518,0,0,0,0,0,0,0,0
warm,rand020,0.0,1,64,0.511424,0.434858,0,0,2.831001e-16,0.000000e+00,0.310046,0.000000,0.000000,0.000000,0.195724,0,0,0,0,0,0,0,0
cold,rand020,0.5,0,64,140.471487,0.720036,0,0,2.547990e-15,0.000000e+00,0.850055,0.203320,136.463745,2.743248,0.138082,0,3,192,192,246,0,246,0
cold,rand020,0.5,1,64,140.289040,0.715415,0,0,3.114197e-15,0.000000e+00,0.688746,0.203316,136.444956,2.748536,0.131325,0,3,192,192,246,0,246,0
warm_init,rand020,0.5,0,64,140.456609,0.726211,0,0,2.547990e-15,0.000000e+00,0.850615,0.207929,136.448476,2.739020,0.137932,0,3,192,192,246,0,246,0
warm,rand020,0.5,1,64,140.118774,0.628923,0,0,3.114197e-15,0.000000e+00,0.306504,0.203545,136.614709,2.726202,0.195528,0,3,192,192,246,0,246,0
cold,rand021,0.0,0,64,1.076568,0.877544,0,0,1.452485e-14,0.000000e+00,0.944070,0.000000,0.000000,0.000000,0.128371,0,0,0,0,0,0,0,0
cold,rand021,0.0,1,64,1.060809,0.869087,0,0,3.029120e-14,0.000000e+00,0.957860,0.000000,0.000000,0.000000,0.098855,0,0,0,0,0,0,0,0
warm_init,rand021,0.0,0,64,1.050203,0.861133,0,0,1.452485e-14,0.000000e+00,0.923941,0.000000,0.000000,0.000000,0.122261,0,0,0,0,0,0,0,0
warm,rand021,0.0,1,64,1.111802,0.898779,0,0,3.029120e-14,0.000000e+00,0.723578,0.000000,0.000000,0.000000,0.384200,0,0,0,0,0,0,0,0
cold,rand021,0.5,0,64,94.104318,1.003162,0,0,3.053944e-14,0.000000e+00,0.926038,0.137035,91.025761,1.841810,0.123877,0,2,128,128,164,0,164,0
cold,rand021,0.5,1,64,94.027998,0.999684,0,0,4.680240e-14,0.000000e+00,0.944624,0.135751,90.989724,1.811179,0.098228,0,2,128,128,164,0,164,0
warm_init,rand021,0.5,0,64,94.061665,1.000114,0,0,3.053944e-14,0.000000e+00,0.919017,0.135618,91.015935,1.820571,0.122215,0,2,128,128,164,0,164,0
warm,rand021,0.5,1,64,94.091080,1.036673,0,0,4.680240e-14,0.000000e+00,0.722875,0.135727,90.966691,1.832812,0.384454,0,2,128,128,164,0,164,0
cold,rand022,0.0,0,64,1.161210,0.886654,0,0,3.367045e-16,0.000000e+00,1.031331,0.000000,0.000000,0.000000,0.125800,0,0,0,0,0,0,0,0
cold,rand022,0.0,1,64,0.900451,0.851881,0,0,1.515168e-15,0.000000e+00,0.795816,0.000000,0.000000,0.000000,0.100625,0,0,0,0,0,0,0,0
warm_init,rand022,0.0,0,64,1.152775,0.864835,0,0,3.367045e-16,0.000000e+00,1.016230,0.000000,0.000000,0.000000,0.132554,0,0,0,0,0,0,0,0
warm,rand022,0.0,1,64,0.813467,0.752649,0,0,1.515168e-15,0.000000e+00,0.677847,0.000000,0.000000,0.000000,0.131596,0,0,0,0,0,0,0,0
cold,rand022,0.5,0,64,94.143963,1.034460,0,0,3.198724e-15,0.000000e+00,1.012797,0.137166,90.991604,1.826953,0.126870,0,2,128,128,164,0,164,0
cold,rand022,0.5,1,64,93.941740,0.997846,0,0,6.734147e-15,0.000000e+00,0.796368,0.135862,91.044554,1.822938,0.093554,0,2,128,128,164,0,164,0
warm_init,rand022,0.5,0,64,94.226529,1.013501,0,0,3.198724e-15,0.000000e+00,1.008472,0.135737,91.099028,1.808337,0.125748,0,2,128,128,164,0,164,0
warm,rand022,0.5,1,64,93.904379,0.896587,0,0,6.734147e-15,0.000000e+00,0.681151,0.135778,91.076438,1.830461,0.131628,0,2,128,128,164,0,164,0
cold,rand023,0.0,0,64,1.056201,1.023681,0,0,2.348909e-16,0.000000e+00,0.968084,0.000000,0.000000,0.000000,0.084044,0,0,0,0,0,0,0,0
cold,rand023,0.0,1,64,1.053031,1.019504,0,0,0.000000e+00,0.000000e+00,0.956764,0.000000,0.000000,0.000000,0.092237,0,0,0,0,0,0,0,0
warm_init,rand023,0.0,0,64,1.035454,1.013554,0,0,2.348909e-16,0.000000e+00,0.947976,0.000000,0.000000,0.000000,0.083478,0,0,0,0,0,0,0,0
warm,rand023,0.0,1,64,0.927889,0.897953,0,0,0.000000e+00,0.000000e+00,0.832454,0.000000,0.000000,0.000000,0.091468,0,0,0,0,0,0,0,0
cold,rand023,0.5,0,64,97.205307,1.725344,0,0,3.761041e-15,0.000000e+00,0.949674,0.137154,94.083287,1.895389,0.084415,0,2,128,128,164,0,164,0
cold,rand023,0.5,1,64,131.462865,1.159315,0,0,3.996118e-15,0.000000e+00,1.416753,0.200925,127.171297,2.469784,0.137077,0,2,128,128,164,0,164,0
warm_init,rand023,0.5,0,64,94.016754,1.152772,0,0,3.761041e-15,0.000000e+00,0.944509,0.135733,90.989867,1.814690,0.083619,0,2,128,128,164,0,164,0
warm,rand023,0.5,1,64,104.658861,1.537313,0,0,3.996118e-15,0.000000e+00,0.837730,0.141068,101.521913,2.012880,0.091936,0,2,128,128,164,0,164,0
cold,rand024,0.0,0,64,1.459896,1.289489,0,0,2.253177e-14,0.000000e+00,1.266682,0.000000,0.000000,0.000000,0.187218,0,0,0,0,0,0,0,0
cold,rand024,0.0,1,64,1.426190,1.289634,0,0,1.384204e-15,0.000000e+00,1.232679,0.000000,0.000000,0.000000,0.187466,0,0,0,0,0,0,0,0
warm_init,rand024,0.0,0,64,1.432642,1.272015,0,0,2.253177e-14,0.000000e+00,1.245395,0.000000,0.000000,0.000000,0.181277,0,0,0,0,0,0,0,0
warm,rand024,0.0,1,64,3.147958,1.720515,0,0,1.384204e-15,0.000000e+00,1.038026,0.000000,0.000000,0.000000,2.103856,0,0,0,0,0,0,0,0
cold,rand024,0.5,0,64,119.279256,0.993043,0,0,1.468795e-14,0.000000e+00,1.246990,0.201211,115.312669,2.274377,0.181739,0,2,128,128,164,0,164,0
cold,rand024,0.5,1,64,94.032262,0.993519,0,0,3.483580e-14,0.000000e+00,0.821149,0.142432,91.081862,1.811794,0.126639,0,2,128,128,164,0,164,0
warm_init,rand024,0.5,0,64,96.590792,0.997519,0,0,1.468795e-14,0.000000e+00,0.836022,0.135495,93.586655,1.849902,0.132281,0,2,128,128,164,0,164,0
warm,rand024,0.5,1,64,95.017459,1.306182,0,0,3.483580e-14,0.000000e+00,0.701245,0.135676,90.912312,1.804587,1.414829,0,2,128,128,164,0,164,0
cold,rand025,0.0,0,64,1.247378,1.179104,0,0,1.235046e-15,0.000000e+00,0.879991,0.000000,0.000000,0.000000,0.352355,0,0,0,0,0,0,0,0
cold,rand025,0.0,1,64,1.246845,1.185835,0,0,1.852891e-15,0.000000e+00,0.879970,0.000000,0.000000,0.000000,0.351844,0,0,0,0,0,0,0,0
warm_init,rand025,0.0,0,64,1.234154,1.163571,0,0,1.235046e-15,0.000000e+00,0.867625,0.000000,0.000000,0.000000,0.351500,0,0,0,0,0,0,0,0
