# Lauricella6 Phase 6 hybrid packet profile; timing requires GM6_PACKET_PROFILE=1
SUMMARY lane case u candidates built accepted rejected quality_rejected build_failed max_depth endpoint_root_ms algebraic_geometry_ms log_derivative_ms pfaffian_recurrence_ms quality_tail_ms accepted_ms rejected_ms
ARC lane case u arc_index cell_index cell_lo cell_hi radial_center theta_lo theta_hi event_gap_ratio nearest_event_kind xi_min_divisor chart2 constructions built accepted rejected quality_rejected build_failed max_depth accepted_node_sum accepted_node_min accepted_node_max node_failed first_failed_R first_failed_packet_center first_failed_packet_lo first_failed_packet_hi first_failed_block_lo first_failed_block_hi first_failed_phase_error first_failed_packet_tail construction_ms fold_constructions fold_accepted fold_rejected fold_construction_ms fold_taylor_tail fold_moment_tail fold_pair_residual fold_v_center fold_v_side fold_v_ratio fold_event_radius fold_failure_reason
SUMMARY jac_warm extreme-q-lo 0.5 43 43 20 23 23 0 12 0.14076699999999998 0.30003800000000008 0.22620799999999994 0.24876700000000007 0.048973000000000003 0.45836199999999999 0.51853199999999999
ARC jac_warm extreme-q-lo 0.5 0 1 0.70223675321828094 0.71561501724853616 0.7089258852334086 3.1843983639018325 3.2414019353614583 0.49999999999999584 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.462675 0 2.2817504267815595e-17 6.265345746479607e-17 0.0002036327155971139 8.0172709766664569e-11 3.9371232432653793e-07 0.70223675321828094 0
ARC jac_warm extreme-q-lo 0.5 1 6 1.3973952226002766 1.4240171398115355 1.4107061812059061 0.042816894943854392 0.099813201681598213 0.5 1 0.00010702437522788996 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97689399999999948 1 0 1 0.39277499999999999 1.8875573647727725e-08 1.3207035325318247e-10 1.6064177767155894e-15 0.00020358091832096782 8.4351598246159441e-11 4.1433941325075381e-07 1.3973952226002766 6
SUMMARY value_cold extreme-q-planet 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm extreme-q-planet 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold extreme-q-planet 0.5 109 109 52 57 57 0 13 0.39027300000000015 0.79100199999999998 0.59923399999999993 0.67738600000000004 0.10175200000000001 1.236615 1.3536409999999999
ARC value_cold extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.216534 0 0 4.5908779048628856e-18 1.3407863700995051e-05 2.8628530749037662e-12 2.1352044880134799e-07 0.61388480268764611 0
ARC value_cold extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.19052599999999997 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.235323 0 0 9.9625113580013398e-18 1.3416287638168875e-05 2.8667173554912407e-12 2.1367441074649658e-07 0.6221764292950871 0
ARC value_cold extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97362799999999983 1 0 1 0.20988000000000001 2.6174862414302664e-06 2.9761839617194953e-06 4.3621293632555403e-19 5.7270100514898585e-08 2.2713957977100711e-14 3.9661110724245661e-07 1.5980264849060857 6
ARC value_cold extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.61537300000000006 1 0 1 0.209867 7.1583905404779785e-07 3.9634043733058062e-05 6.9915328335027552e-09 1.4941955338792539e-05 3.116456295086935e-12 2.085708479529411e-07 1.6076181324425338 6
ARC value_cold extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.81072900000000003 1 0 1 0.20959700000000001 6.1284580849244413e-05 6.5767509142485492e-05 1.3822097614270062e-07 5.8072606318446516e-05 1.8880116894970554e-11 3.251122705159759e-07 1.629497047428148 6
SUMMARY value_warm extreme-q-planet 0.5 109 109 52 57 57 0 13 0.38565700000000003 0.77691500000000024 0.59756999999999993 0.67605899999999985 0.100582 1.2422249999999999 1.3245989999999999
ARC value_warm extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20974000000000001 0 0 4.5908779048628856e-18 1.3407863700995051e-05 2.8628530749037662e-12 2.1352044880134799e-07 0.61388480268764611 0
ARC value_warm extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.16661699999999999 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20932600000000001 0 0 9.9625113580013398e-18 1.3416287638168875e-05 2.8667173554912407e-12 2.1367441074649658e-07 0.6221764292950871 0
ARC value_warm extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0535639999999997 1 0 1 0.21642400000000001 2.6174862414302664e-06 2.9761839617194953e-06 4.3621293632555403e-19 5.7270100514898585e-08 2.2713957977100711e-14 3.9661110724245661e-07 1.5980264849060857 6
ARC value_warm extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.61696999999999991 1 0 1 0.20993999999999999 7.1583905404779785e-07 3.9634043733058062e-05 6.9915328335027552e-09 1.4941955338792539e-05 3.116456295086935e-12 2.085708479529411e-07 1.6076181324425338 6
ARC value_warm extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.72967299999999979 1 0 1 0.20927100000000001 6.1284580849244413e-05 6.5767509142485492e-05 1.3822097614270062e-07 5.8072606318446516e-05 1.8880116894970554e-11 3.251122705159759e-07 1.629497047428148 6
SUMMARY jac_cold extreme-q-planet 0.5 109 109 52 57 57 0 13 0.36439100000000008 0.78506299999999973 0.57773099999999988 0.64813600000000005 0.101561 1.1964710000000003 1.3105370000000003
ARC jac_cold extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.45653199999999999 0 0 4.5908779048628856e-18 1.3407863700995051e-05 2.8628530749037662e-12 2.1352044880134799e-07 0.61388480268764611 0
ARC jac_cold extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.16711799999999999 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_cold extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40316600000000002 0 0 9.9625113580013398e-18 1.3416287638168875e-05 2.8667173554912407e-12 2.1367441074649658e-07 0.6221764292950871 0
ARC jac_cold extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.002853 1 0 1 0.392627 0.024527144671642621 0.021600542030593008 4.3621293632555403e-19 5.7270100514898585e-08 2.2713957977100711e-14 3.9661110724245661e-07 1.5980264849060857 6
ARC jac_cold extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.6120469999999999 1 0 1 0.43518699999999999 0.003657573369531313 0.047246607019130568 6.9915328335027552e-09 1.4941955338792539e-05 3.116456295086935e-12 2.085708479529411e-07 1.6076181324425338 6
ARC jac_cold extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.72499000000000002 1 0 1 0.39036799999999999 0.084140554758814184 0.04516047649084251 1.3822097614270062e-07 5.8072606318446516e-05 1.8880116894970554e-11 3.251122705159759e-07 1.629497047428148 6
SUMMARY jac_warm extreme-q-planet 0.5 109 109 52 57 57 0 13 0.35987399999999992 0.76461899999999994 0.5839669999999999 0.64734099999999972 0.102938 1.1846049999999997 1.3043879999999997
ARC jac_warm extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.44198799999999999 0 0 4.5908779048628856e-18 1.3407863700995051e-05 2.8628530749037662e-12 2.1352044880134799e-07 0.61388480268764611 0
ARC jac_warm extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.16284999999999999 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_warm extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40156599999999998 0 0 9.9625113580013398e-18 1.3416287638168875e-05 2.8667173554912407e-12 2.1367441074649658e-07 0.6221764292950871 0
ARC jac_warm extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97400800000000021 1 0 1 0.391542 0.024527144671642621 0.021600542030593008 4.3621293632555403e-19 5.7270100514898585e-08 2.2713957977100711e-14 3.9661110724245661e-07 1.5980264849060857 6
ARC jac_warm extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.62708500000000011 1 0 1 0.44041200000000003 0.003657573369531313 0.047246607019130568 6.9915328335027552e-09 1.4941955338792539e-05 3.116456295086935e-12 2.085708479529411e-07 1.6076181324425338 6
ARC jac_warm extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.72504999999999997 1 0 1 0.39046599999999998 0.084140554758814184 0.04516047649084251 1.3822097614270062e-07 5.8072606318446516e-05 1.8880116894970554e-11 3.251122705159759e-07 1.629497047428148 6
SUMMARY value_cold very-wide 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm very-wide 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold very-wide 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21424499999999999 0 0 2.6246860914772818e-17 7.1776712285904966e-05 2.9015617648568553e-11 4.0424835193052507e-07 0.22157824531868867 0
ARC value_cold very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20993300000000001 0 2.6792065874017905e-17 4.0547345455045031e-17 8.961233761111583e-05 3.589919588169716e-11 4.0060550632532655e-07 3.0487171317402777 0
SUMMARY value_warm very-wide 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21002699999999999 0 0 2.6246860914772818e-17 7.1776712285904966e-05 2.9015617648568553e-11 4.0424835193052507e-07 0.22157824531868867 0
ARC value_warm very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20941799999999999 0 2.6792065874017905e-17 4.0547345455045031e-17 8.961233761111583e-05 3.589919588169716e-11 4.0060550632532655e-07 3.0487171317402777 0
SUMMARY jac_cold very-wide 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.43501299999999998 0 2.2583781334867208e-17 2.6246860914772818e-17 7.1776712285904966e-05 2.9015617648568553e-11 4.0424835193052507e-07 0.22157824531868867 0
ARC jac_cold very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39277499999999999 0 2.2005866576919987e-16 4.0547345455045031e-17 8.961233761111583e-05 3.589919588169716e-11 4.0060550632532655e-07 3.0487171317402777 0
SUMMARY jac_warm very-wide 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39413700000000002 0 2.2583781334867208e-17 2.6246860914772818e-17 7.1776712285904966e-05 2.9015617648568553e-11 4.0424835193052507e-07 0.22157824531868867 0
ARC jac_warm very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.43224400000000002 0 2.2005866576919987e-16 4.0547345455045031e-17 8.961233761111583e-05 3.589919588169716e-11 4.0060550632532655e-07 3.0487171317402777 0
SUMMARY value_cold very-close 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm very-close 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold very-close 0.5 258 258 125 133 133 0 13 0.88497800000000026 1.8472760000000004 1.3812839999999995 1.5666109999999986 0.24449799999999994 2.8815799999999996 3.1137240000000017
ARC value_cold very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23479 0 1.8972484549850875e-19 2.0532730359993682e-19 8.3502127279144324e-06 3.3577336896366784e-12 4.0211355076163589e-07 0.1545640664350868 0
ARC value_cold very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52348499999999998 1 0 1 0.21701899999999999 0 2.9673778284063363e-06 2.1555242456600416e-18 0.035365780183747725 6.8485285683640177e-09 1.9364845149128777e-07 0.88245631230984622 6
ARC value_cold very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.58505599999999991 0 0 0 0 inf inf inf 0.19811896809253435 0.37146495467549606 1.8749590624861217 0.92649088736351892 0
ARC value_cold very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.5809979999999999 0 0 0 0 inf inf inf 0.02280414329860626 0.02345735534450738 1.0286444457635486 0.92649088736351892 0
ARC value_cold very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.53945300000000007 0 0 0 0 inf inf inf 0.2062657202583999 0.2082264197926251 1.0095056974652352 0.92649088736351892 0
ARC value_cold very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.38801200000000002 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.42724399999999996 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.34667100000000001 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.38799499999999998 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54779599999999995 0 0 0 0 inf inf inf 0.042901072857952971 0.044605581525974158 1.0397311431736189 1.0947863757508374 0
ARC value_cold very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52099999999999991 0 0 0 0 inf inf inf 0.021995108288088511 0.04179488266203412 1.9001899019823518 1.0947863757508374 0
ARC value_cold very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.63027599999999995 0 0 0 0 inf inf inf 0.097919058388360722 0.17284680479639461 1.7652008469164393 1.0947863757508374 0
ARC value_cold very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51731799999999994 1 0 1 0.21893699999999999 8.147723106406617e-11 5.8988944035955807e-06 3.9849598637109524e-12 0.0097920367865101023 1.7710113394725907e-09 1.8086240667645429e-07 1.1213270416313714 6
SUMMARY value_warm very-close 0.5 258 258 125 133 133 0 13 0.88337399999999988 1.8326590000000014 1.3910450000000001 1.5383029999999998 0.24730299999999997 2.8823940000000006 3.0814549999999992
ARC value_warm very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.235043 0 1.8972484549850875e-19 2.0532730359993682e-19 8.3502127279144324e-06 3.3577336896366784e-12 4.0211355076163589e-07 0.1545640664350868 0
ARC value_warm very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51800800000000014 1 0 1 0.23189100000000001 0 2.9673778284063363e-06 2.1555242456600416e-18 0.035365780183747725 6.8485285683640177e-09 1.9364845149128777e-07 0.88245631230984622 6
ARC value_warm very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.58604600000000007 0 0 0 0 inf inf inf 0.19811896809253435 0.37146495467549606 1.8749590624861217 0.92649088736351892 0
ARC value_warm very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52466800000000002 0 0 0 0 inf inf inf 0.02280414329860626 0.02345735534450738 1.0286444457635486 0.92649088736351892 0
ARC value_warm very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.63189600000000001 0 0 0 0 inf inf inf 0.2062657202583999 0.2082264197926251 1.0095056974652352 0.92649088736351892 0
ARC value_warm very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.38849299999999998 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.42724699999999999 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.29237199999999997 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.33844600000000002 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.53974399999999989 0 0 0 0 inf inf inf 0.042901072857952971 0.044605581525974158 1.0397311431736189 1.0947863757508374 0
ARC value_warm very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.56425399999999992 0 0 0 0 inf inf inf 0.021995108288088511 0.04179488266203412 1.9001899019823518 1.0947863757508374 0
ARC value_warm very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.63566299999999998 0 0 0 0 inf inf inf 0.097919058388360722 0.17284680479639461 1.7652008469164393 1.0947863757508374 0
ARC value_warm very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51701200000000003 1 0 1 0.210731 8.147723106406617e-11 5.8988944035955807e-06 3.9849598637109524e-12 0.0097920367865101023 1.7710113394725907e-09 1.8086240667645429e-07 1.1213270416313714 6
SUMMARY jac_cold very-close 0.5 258 258 125 133 133 0 13 0.88378499999999993 1.8420840000000005 1.3945660000000009 1.5544699999999994 0.24497399999999994 2.874954999999999 3.1155109999999997
ARC jac_cold very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40909400000000001 0 6.2311716632427695e-17 2.0532730359993682e-19 8.3502127279144324e-06 3.3577336896366784e-12 4.0211355076163589e-07 0.1545640664350868 0
ARC jac_cold very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52290800000000015 1 0 1 0.41099799999999997 1.2547137419843204e-15 6.5915231347833545e-05 2.1555242456600416e-18 0.035365780183747725 6.8485285683640177e-09 1.9364845149128777e-07 0.88245631230984622 6
