mode,name,u,epoch,nr,gm_ms,v2_ms,gm_status,v2_status,mu_error,jac_error,topology_ms,seed_ms,connection_ms,transport_ms,arc_ms,reseed_ms,seeds,nodes,transported,connection_attempts,connection_failed,steps,rejected
warm_init,rand005,0.0,0,64,0.873931,0.939159,0,0,1.798665e-16,8.256887e-13,0.794296,0.000000,0.000000,0.000000,0.075304,0,0,0,0,0,0,0,0
warm,rand005,0.0,1,64,0.957052,0.991288,0,0,0.000000e+00,1.625271e-15,0.868967,0.000000,0.000000,0.000000,0.083852,0,0,0,0,0,0,0,0
cold,rand005,0.5,0,64,296.382645,0.934076,0,0,5.397624e-16,4.971656e-13,0.785380,0.584638,285.436617,9.175753,0.071706,0,2,128,128,164,0,164,0
cold,rand005,0.5,1,64,296.660217,1.124987,0,0,0.000000e+00,2.475505e-14,0.969354,0.577688,285.501724,9.210503,0.071675,0,2,128,128,164,0,164,0
warm_init,rand005,0.5,0,64,296.491774,0.940141,0,0,5.397624e-16,4.971656e-13,0.788027,0.583401,285.516511,9.200716,0.073958,0,2,128,128,164,0,164,0
warm,rand005,0.5,1,64,296.564522,1.036480,0,0,0.000000e+00,2.475505e-14,0.849831,0.584854,285.526234,9.190432,0.083898,0,2,128,128,164,0,164,0
cold,rand006,0.0,0,64,1.682126,1.316320,0,0,1.494741e-16,2.113211e-14,1.079190,0.000000,0.000000,0.000000,0.593851,0,0,0,0,0,0,0,0
cold,rand006,0.0,1,64,1.496096,1.275370,0,0,0.000000e+00,2.124778e-14,0.947837,0.000000,0.000000,0.000000,0.539347,0,0,0,0,0,0,0,0
warm_init,rand006,0.0,0,64,1.654303,1.282346,0,0,1.494741e-16,2.113211e-14,1.054281,0.000000,0.000000,0.000000,0.591215,0,0,0,0,0,0,0,0
warm,rand006,0.0,1,64,1.047078,1.145710,0,0,0.000000e+00,2.124778e-14,0.495317,0.000000,0.000000,0.000000,0.542988,0,0,0,0,0,0,0,0
cold,rand006,0.5,0,64,830.024243,1.367600,0,0,8.977115e-16,2.440348e-14,1.062811,1.461365,797.152402,28.911157,0.602340,0,5,320,320,458,0,458,58
cold,rand006,0.5,1,64,835.637901,1.324768,0,0,0.000000e+00,2.562541e-14,0.953170,1.462895,802.541680,29.307081,0.544122,0,5,320,320,461,0,461,63
warm_init,rand006,0.5,0,64,830.357254,1.335601,0,0,8.977115e-16,2.440348e-14,1.063315,1.487936,797.511133,28.819500,0.646781,0,5,320,320,458,0,458,58
warm,rand006,0.5,1,64,835.439799,1.220093,0,0,0.000000e+00,2.562541e-14,0.502836,1.445541,802.853265,29.260023,0.543932,0,5,320,320,461,0,461,63
cold,rand007,0.0,0,64,0.942662,0.923446,0,0,2.088168e-14,8.594813e-09,0.822424,0.000000,0.000000,0.000000,0.116051,0,0,0,0,0,0,0,0
cold,rand007,0.0,1,64,0.951251,0.918410,0,0,0.000000e+00,1.717961e-08,0.827139,0.000000,0.000000,0.000000,0.120097,0,0,0,0,0,0,0,0
warm_init,rand007,0.0,0,64,0.914434,0.918252,0,0,2.088168e-14,8.594813e-09,0.803741,0.000000,0.000000,0.000000,0.106683,0,0,0,0,0,0,0,0
warm,rand007,0.0,1,64,1.418049,0.996159,0,0,0.000000e+00,1.717961e-08,0.728289,0.000000,0.000000,0.000000,0.684769,0,0,0,0,0,0,0,0
cold,rand007,0.5,0,64,296.619028,0.942905,0,0,1.803418e-14,1.458688e-05,0.794926,0.582992,285.487162,9.303631,0.107280,0,2,128,128,164,0,164,1
cold,rand007,0.5,1,64,296.651271,0.942669,0,0,7.160955e-14,5.929526e-05,0.837090,0.585049,285.588253,9.188106,0.123490,0,2,128,128,164,0,164,1
warm_init,rand007,0.5,0,64,296.703966,0.913997,0,0,1.803418e-14,1.458688e-05,0.814607,0.584863,285.558342,9.300586,0.110710,0,2,128,128,164,0,164,1
warm,rand007,0.5,1,64,297.041582,1.011419,0,0,7.160955e-14,5.929526e-05,0.723417,0.582389,285.546419,9.223906,0.636096,0,2,128,128,164,0,164,1
cold,rand008,0.0,0,64,1.203144,0.935649,4,8,3.124589e-15,3.046742e-11,1.098477,0.000000,0.000000,0.000000,0.100534,0,0,0,0,0,0,0,0
cold,rand008,0.0,1,64,1.082778,0.915805,4,8,4.031726e-15,5.888851e-11,0.972690,0.000000,0.000000,0.000000,0.105943,0,0,0,0,0,0,0,0
warm_init,rand008,0.0,0,64,1.179214,0.925192,4,8,3.124589e-15,3.046742e-11,1.074904,0.000000,0.000000,0.000000,0.100224,0,0,0,0,0,0,0,0
warm,rand008,0.0,1,64,1.471972,1.036196,4,8,4.031726e-15,5.888851e-11,0.752638,0.000000,0.000000,0.000000,0.714446,0,0,0,0,0,0,0,0
cold,rand008,0.5,0,64,296.810010,0.937316,4,8,2.660940e-14,9.754827e-11,1.072165,0.590411,285.429520,9.287039,0.100439,0,2,128,128,164,0,164,2
cold,rand008,0.5,1,64,298.771778,0.923420,4,8,2.257767e-14,1.328141e-10,0.975689,0.577802,287.327174,9.456102,0.105999,0,2,128,128,165,0,165,4
warm_init,rand008,0.5,0,64,296.910754,0.927958,4,8,2.660940e-14,9.754827e-11,1.077244,0.577744,285.493736,9.332886,0.100360,0,2,128,128,164,0,164,2
warm,rand008,0.5,1,64,298.935601,1.052182,4,8,2.257767e-14,1.328141e-10,0.738884,0.586113,287.150088,9.426947,0.701388,0,2,128,128,165,0,165,4
cold,rand009,0.0,0,64,1.135894,1.123262,0,0,3.708141e-15,1.646511e-08,1.016164,0.000000,0.000000,0.000000,0.115544,0,0,0,0,0,0,0,0
cold,rand009,0.0,1,64,1.172891,1.140190,0,0,3.375735e-14,2.426742e-11,1.040987,0.000000,0.000000,0.000000,0.127704,0,0,0,0,0,0,0,0
warm_init,rand009,0.0,0,64,1.121635,1.111787,0,0,3.708141e-15,1.646511e-08,1.002350,0.000000,0.000000,0.000000,0.115301,0,0,0,0,0,0,0,0
warm,rand009,0.0,1,64,1.058887,1.020772,0,0,3.375735e-14,2.426742e-11,0.897783,0.000000,0.000000,0.000000,0.157032,0,0,0,0,0,0,0,0
cold,rand009,0.5,0,64,296.564263,1.133899,0,0,1.790143e-15,6.457605e-09,0.988940,0.583364,285.354024,9.185191,0.123846,0,2,128,128,164,0,164,0
cold,rand009,0.5,1,64,296.660872,1.134033,0,0,2.659679e-14,1.308477e-10,1.040129,0.583160,285.362482,9.217303,0.122242,0,2,128,128,164,0,164,0
warm_init,rand009,0.5,0,64,296.663289,1.123147,0,0,1.790143e-15,6.457605e-09,1.001141,0.577786,285.415714,9.218061,0.115586,0,2,128,128,164,0,164,0
warm,rand009,0.5,1,64,296.579861,1.028682,0,0,2.659679e-14,1.308477e-10,0.904271,0.578120,285.437526,9.168122,0.157045,0,2,128,128,164,0,164,0
cold,rand010,0.0,0,64,1.727374,1.725598,0,0,1.636499e-15,7.075143e-11,0.986319,0.000000,0.000000,0.000000,0.732191,0,0,0,0,0,0,0,0
cold,rand010,0.0,1,64,1.595203,1.679471,0,0,2.455440e-15,7.791070e-12,0.905723,0.000000,0.000000,0.000000,0.680675,0,0,0,0,0,0,0,0
warm_init,rand010,0.0,0,64,1.700733,1.763664,0,0,1.636499e-15,7.075143e-11,0.966161,0.000000,0.000000,0.000000,0.725829,0,0,0,0,0,0,0,0
warm,rand010,0.0,1,64,1.499641,1.566733,0,0,2.455440e-15,7.791070e-12,0.781234,0.000000,0.000000,0.000000,0.708969,0,0,0,0,0,0,0,0
cold,rand010,0.5,0,64,890.489071,1.786664,0,0,1.331050e-14,4.466095e-11,0.968315,1.444680,851.731545,34.772880,0.725012,0,5,320,320,489,0,489,131
cold,rand010,0.5,1,64,884.480289,1.727853,0,0,1.659159e-14,5.875844e-12,0.912358,1.496179,846.152445,34.363846,0.715615,0,5,320,320,486,0,486,125
warm_init,rand010,0.5,0,64,890.232215,1.779507,0,0,1.331050e-14,4.466095e-11,0.978717,1.453945,851.506172,34.717231,0.737848,0,5,320,320,489,0,489,131
warm,rand010,0.5,1,64,885.109763,1.603782,0,0,1.659159e-14,5.875844e-12,0.789253,1.462875,847.036835,34.261399,0.702157,0,5,320,320,486,0,486,125
cold,rand011,0.0,0,64,3.108722,1.951540,0,0,1.454729e-16,1.226332e-09,1.351252,0.000000,0.000000,0.000000,1.749119,0,0,0,0,0,0,0,0
cold,rand011,0.0,1,64,2.757627,1.649040,0,0,1.890975e-15,6.553256e-11,1.039812,0.000000,0.000000,0.000000,1.709686,0,0,0,0,0,0,0,0
warm_init,rand011,0.0,0,64,3.101920,1.937869,0,0,1.454729e-16,1.226332e-09,1.330773,0.000000,0.000000,0.000000,1.762921,0,0,0,0,0,0,0,0
warm,rand011,0.0,1,64,2.599389,1.523880,0,0,1.890975e-15,6.553256e-11,0.915174,0.000000,0.000000,0.000000,1.676662,0,0,0,0,0,0,0,0
cold,rand011,0.5,0,64,594.528948,2.025428,0,0,5.819549e-16,4.164176e-09,1.317426,1.161639,571.254597,18.442926,1.689693,0,4,256,256,328,0,328,0
cold,rand011,0.5,1,64,593.812602,1.715522,0,0,8.728524e-16,4.112909e-08,1.028439,1.174620,570.773625,18.489246,1.672329,0,4,256,256,328,0,328,1
warm_init,rand011,0.5,0,64,594.179554,1.992911,0,0,5.819549e-16,4.164176e-09,1.341284,1.164778,570.880591,18.350794,1.782481,0,4,256,256,328,0,328,0
warm,rand011,0.5,1,64,593.953797,1.552243,0,0,8.728524e-16,4.112909e-08,0.916236,1.156235,570.951469,18.589914,1.675197,0,4,256,256,328,0,328,1
cold,rand012,0.0,0,64,1.139967,1.121862,0,0,4.046733e-15,1.740506e-09,0.929543,0.000000,0.000000,0.000000,0.206148,0,0,0,0,0,0,0,0
cold,rand012,0.0,1,64,1.216968,1.121540,0,0,1.076054e-14,1.399460e-08,1.001593,0.000000,0.000000,0.000000,0.211216,0,0,0,0,0,0,0,0
warm_init,rand012,0.0,0,64,1.116212,1.104600,0,0,4.046733e-15,1.740506e-09,0.912274,0.000000,0.000000,0.000000,0.199895,0,0,0,0,0,0,0,0
warm,rand012,0.0,1,64,1.118039,1.013260,0,0,1.076054e-14,1.399460e-08,0.876748,0.000000,0.000000,0.000000,0.237172,0,0,0,0,0,0,0,0
cold,rand012,0.5,0,64,296.640581,1.147496,0,0,6.254048e-15,5.144115e-09,0.900329,0.588995,285.438303,9.184133,0.199539,0,2,128,128,164,0,164,0
cold,rand012,0.5,1,64,296.677834,1.149180,0,0,1.232405e-14,4.619358e-09,0.995405,0.583431,285.375083,9.179192,0.212604,0,2,128,128,164,0,164,0
warm_init,rand012,0.5,0,64,296.682209,1.111877,0,0,6.254048e-15,5.144115e-09,0.902182,0.577692,285.402952,9.271375,0.199516,0,2,128,128,164,0,164,0
warm,rand012,0.5,1,64,296.644850,1.034143,0,0,1.232405e-14,4.619358e-09,0.880817,0.578147,285.379096,9.234162,0.237188,0,2,128,128,164,0,164,0
cold,rand013,0.0,0,64,0.886164,0.918059,0,0,0.000000e+00,1.240781e-12,0.786032,0.000000,0.000000,0.000000,0.095911,0,0,0,0,0,0,0,0
cold,rand013,0.0,1,64,1.096830,0.925523,0,0,6.584151e-16,8.985127e-13,1.000772,0.000000,0.000000,0.000000,0.092026,0,0,0,0,0,0,0,0
warm_init,rand013,0.0,0,64,0.870131,0.902368,0,0,0.000000e+00,1.240781e-12,0.772957,0.000000,0.000000,0.000000,0.093128,0,0,0,0,0,0,0,0
warm,rand013,0.0,1,64,0.816397,0.805213,0,0,6.584151e-16,8.985127e-13,0.720171,0.000000,0.000000,0.000000,0.092268,0,0,0,0,0,0,0,0
cold,rand013,0.5,0,64,409.604386,0.929762,0,0,2.141606e-15,8.068903e-10,0.767502,0.577809,391.744227,16.084375,0.093376,0,2,128,128,225,0,225,61
cold,rand013,0.5,1,64,409.714006,0.931303,0,0,1.482518e-15,5.110005e-10,1.003157,0.587146,391.675938,16.017614,0.092557,0,2,128,128,225,0,225,61
warm_init,rand013,0.5,0,64,409.480868,0.909619,0,0,2.141606e-15,8.068903e-10,0.776743,0.585214,391.677239,16.001797,0.096827,0,2,128,128,225,0,225,61
warm,rand013,0.5,1,64,409.453303,0.833725,0,0,1.482518e-15,5.110005e-10,0.725865,0.583004,391.649693,16.052528,0.093214,0,2,128,128,225,0,225,61
cold,rand014,0.0,0,64,1.380889,0.936113,0,0,2.499513e-15,1.725657e-10,1.000938,0.000000,0.000000,0.000000,0.375842,0,0,0,0,0,0,0,0
cold,rand014,0.0,1,64,1.382680,0.921563,0,0,9.819496e-16,1.427269e-10,0.935061,0.000000,0.000000,0.000000,0.443430,0,0,0,0,0,0,0,0
warm_init,rand014,0.0,0,64,1.359631,0.917820,0,0,2.499513e-15,1.725657e-10,0.971324,0.000000,0.000000,0.000000,0.384235,0,0,0,0,0,0,0,0
warm,rand014,0.0,1,64,1.202949,0.863570,0,0,9.819496e-16,1.427269e-10,0.687592,0.000000,0.000000,0.000000,0.511209,0,0,0,0,0,0,0,0
cold,rand014,0.5,0,64,296.926784,0.958479,0,0,1.606830e-15,8.581232e-10,0.970703,0.578058,285.430017,9.237883,0.381247,0,2,128,128,164,0,164,0
cold,rand014,0.5,1,64,296.952538,0.937608,0,0,2.678045e-15,5.390368e-10,0.916279,0.582370,285.437901,9.238607,0.449184,0,2,128,128,164,0,164,0
warm_init,rand014,0.5,0,64,297.008347,0.965201,0,0,1.606830e-15,8.581232e-10,0.974162,0.583574,285.547261,9.190766,0.383747,0,2,128,128,164,0,164,0
warm,rand014,0.5,1,64,296.893433,0.907792,0,0,2.678045e-15,5.390368e-10,0.697488,0.585505,285.566671,9.207344,0.508021,0,2,128,128,164,0,164,0
cold,rand015,0.0,0,64,0.910217,0.936806,0,0,7.156799e-16,3.044992e-14,0.825985,0.000000,0.000000,0.000000,0.080063,0,0,0,0,0,0,0,0
cold,rand015,0.0,1,64,0.919580,0.928185,0,0,2.862785e-16,2.919237e-12,0.806295,0.000000,0.000000,0.000000,0.109283,0,0,0,0,0,0,0,0
warm_init,rand015,0.0,0,64,0.888823,0.931179,0,0,7.156799e-16,3.044992e-14,0.805603,0.000000,0.000000,0.000000,0.079224,0,0,0,0,0,0,0,0
warm,rand015,0.0,1,64,0.839828,0.819180,0,0,2.862785e-16,2.919237e-12,0.691489,0.000000,0.000000,0.000000,0.144109,0,0,0,0,0,0,0,0
cold,rand015,0.5,0,64,296.390525,0.939204,0,0,5.725508e-16,6.731056e-13,0.805621,0.583721,285.364701,9.220619,0.079252,0,2,128,128,164,0,164,0
cold,rand015,0.5,1,64,296.341012,0.930859,0,0,4.294228e-16,1.705519e-12,0.804879,0.593382,285.345076,9.156085,0.112687,0,2,128,128,164,0,164,0
warm_init,rand015,0.5,0,64,296.463435,0.929287,0,0,5.725508e-16,6.731056e-13,0.808114,0.577638,285.431591,9.226171,0.079140,0,2,128,128,164,0,164,0
warm,rand015,0.5,1,64,296.415847,0.827704,0,0,4.294228e-16,1.705519e-12,0.694413,0.578136,285.522880,9.159651,0.132132,0,2,128,128,164,0,164,0
cold,rand016,0.0,0,64,1.627606,1.615088,0,0,1.095381e-15,2.979422e-13,1.061768,0.000000,0.000000,0.000000,0.558574,0,0,0,0,0,0,0,0
cold,rand016,0.0,1,64,1.524459,1.730728,0,0,7.583285e-16,1.350147e-11,0.961470,0.000000,0.000000,0.000000,0.555759,0,0,0,0,0,0,0,0
warm_init,rand016,0.0,0,64,1.624272,1.593836,0,0,1.095381e-15,2.979422e-13,1.055110,0.000000,0.000000,0.000000,0.561962,0,0,0,0,0,0,0,0
warm,rand016,0.0,1,64,1.404430,1.534347,0,0,7.583285e-16,1.350147e-11,0.833141,0.000000,0.000000,0.000000,0.564034,0,0,0,0,0,0,0,0
cold,rand016,0.5,0,64,592.858480,1.616004,0,0,5.898278e-16,2.309612e-11,1.038642,1.186961,571.033917,18.310304,0.628727,0,4,256,256,328,0,328,0
cold,rand016,0.5,1,64,592.729437,1.623281,0,0,5.055584e-16,2.543335e-11,0.955583,1.155945,571.118116,18.282099,0.560433,0,4,256,256,328,0,328,0
warm_init,rand016,0.5,0,64,592.820451,1.706629,0,0,5.898278e-16,2.309612e-11,1.042603,1.166213,571.032851,18.362688,0.558302,0,4,256,256,328,0,328,0
warm,rand016,0.5,1,64,592.568002,1.596815,0,0,5.055584e-16,2.543335e-11,0.840507,1.169773,570.854000,18.324608,0.716274,0,4,256,256,328,0,328,0
cold,rand017,0.0,0,64,0.873145,0.904063,0,0,2.787327e-16,2.244729e-12,0.781909,0.000000,0.000000,0.000000,0.087033,0,0,0,0,0,0,0,0
cold,rand017,0.0,1,64,0.867634,0.892299,0,0,6.968042e-16,5.191902e-12,0.764029,0.000000,0.000000,0.000000,0.099493,0,0,0,0,0,0,0,0
warm_init,rand017,0.0,0,64,0.865602,0.905481,0,0,2.787327e-16,2.244729e-12,0.768169,0.000000,0.000000,0.000000,0.093197,0,0,0,0,0,0,0,0
warm,rand017,0.0,1,64,0.763238,0.788777,0,0,6.968042e-16,5.191902e-12,0.658328,0.000000,0.000000,0.000000,0.100644,0,0,0,0,0,0,0,0
cold,rand017,0.5,0,64,328.715803,0.917881,0,0,5.855548e-15,1.773511e-05,0.762591,0.582849,315.070353,11.861793,0.086753,0,2,128,128,181,0,181,31
cold,rand017,0.5,1,64,306.217075,0.918266,0,0,4.182369e-16,3.401977e-07,0.771995,0.591153,294.221681,10.204817,0.097486,0,2,128,128,169,0,169,13
warm_init,rand017,0.5,0,64,328.761880,0.902786,0,0,5.855548e-15,1.773511e-05,0.764264,0.595027,315.120702,11.860354,0.089997,0,2,128,128,181,0,181,31
warm,rand017,0.5,1,64,306.018032,0.786996,0,0,4.182369e-16,3.401977e-07,0.649008,0.577933,294.142174,10.223577,0.095714,0,2,128,128,169,0,169,13
cold,rand018,0.0,0,64,0.977796,0.938538,0,0,1.385531e-15,6.003945e-11,0.867509,0.000000,0.000000,0.000000,0.106097,0,0,0,0,0,0,0,0
cold,rand018,0.0,1,64,0.961553,0.930519,0,0,3.879506e-15,2.063899e-09,0.852648,0.000000,0.000000,0.000000,0.104931,0,0,0,0,0,0,0,0
warm_init,rand018,0.0,0,64,0.952165,0.929082,0,0,1.385531e-15,6.003945e-11,0.843080,0.000000,0.000000,0.000000,0.105076,0,0,0,0,0,0,0,0
warm,rand018,0.0,1,64,1.098232,0.884533,0,0,3.879506e-15,2.063899e-09,0.740228,0.000000,0.000000,0.000000,0.353230,0,0,0,0,0,0,0,0
cold,rand018,0.5,0,64,300.326929,0.945878,0,0,1.274689e-14,1.110530e-06,0.837186,0.582480,288.891451,9.575265,0.104595,0,2,128,128,166,0,166,4
cold,rand018,0.5,1,64,298.404775,0.944999,0,0,4.987941e-15,6.631766e-06,0.855342,0.585075,287.172275,9.357426,0.105266,0,2,128,128,165,0,165,2
warm_init,rand018,0.5,0,64,300.435712,0.933262,0,0,1.274689e-14,1.110530e-06,0.854702,0.590022,289.057617,9.496899,0.107315,0,2,128,128,166,0,166,4
warm,rand018,0.5,1,64,298.507358,0.907451,0,0,4.987941e-15,6.631766e-06,0.734129,0.594536,287.139914,9.365945,0.343716,0,2,128,128,165,0,165,2
cold,rand019,0.0,0,64,0.942389,0.935716,0,0,8.169718e-16,3.659143e-13,0.836717,0.000000,0.000000,0.000000,0.101597,0,0,0,0,0,0,0,0
cold,rand019,0.0,1,64,0.892346,0.933686,0,0,8.169708e-16,8.131426e-13,0.800458,0.000000,0.000000,0.000000,0.087745,0,0,0,0,0,0,0,0
warm_init,rand019,0.0,0,64,0.926840,0.926978,0,0,8.169718e-16,3.659143e-13,0.821965,0.000000,0.000000,0.000000,0.100818,0,0,0,0,0,0,0,0
warm,rand019,0.0,1,64,0.787120,0.814582,0,0,8.169708e-16,8.131426e-13,0.673931,0.000000,0.000000,0.000000,0.109018,0,0,0,0,0,0,0,0
cold,rand019,0.5,0,64,296.529022,0.934877,0,0,8.244156e-15,1.782499e-12,0.808058,0.583979,285.489640,9.212218,0.101266,0,2,128,128,164,0,164,0
cold,rand019,0.5,1,64,296.400105,0.933373,0,0,5.421826e-15,6.616851e-13,0.798007,0.583695,285.358171,9.243378,0.088174,0,2,128,128,164,0,164,0
warm_init,rand019,0.5,0,64,296.605253,0.929984,0,0,8.244156e-15,1.782499e-12,0.813782,0.577990,285.608198,9.175030,0.101410,0,2,128,128,164,0,164,0
warm,rand019,0.5,1,64,296.502153,0.831631,0,0,5.421826e-15,6.616851e-13,0.676729,0.587027,285.554441,9.252005,0.102169,0,2,128,128,164,0,164,0
cold,rand020,0.0,0,64,1.015568,0.634911,0,0,0.000000e+00,1.943184e-13,0.868349,0.000000,0.000000,0.000000,0.141577,0,0,0,0,0,0,0,0
cold,rand020,0.0,1,64,0.829641,0.622570,0,0,2.831001e-16,4.927349e-13,0.685170,0.000000,0.000000,0.000000,0.138833,0,0,0,0,0,0,0,0
warm_init,rand020,0.0,0,64,1.000961,0.621801,0,0,0.000000e+00,1.943184e-13,0.855645,0.000000,0.000000,0.000000,0.139754,0,0,0,0,0,0,0,0
warm,rand020,0.0,1,64,0.507361,0.536890,0,0,2.831001e-16,4.927349e-13,0.303668,0.000000,0.000000,0.000000,0.198049,0,0,0,0,0,0,0,0
cold,rand020,0.5,0,64,444.327238,0.638636,0,0,2.453620e-15,8.965078e-14,0.850665,0.872120,428.207670,13.758227,0.140245,0,3,192,192,246,0,246,0
cold,rand020,0.5,1,64,444.220976,0.636863,0,0,2.831088e-15,5.550559e-13,0.693712,0.877306,428.269848,13.754120,0.133746,0,3,192,192,246,0,246,0
warm_init,rand020,0.5,0,64,444.503761,0.631453,0,0,2.453620e-15,8.965078e-14,0.860144,0.879925,428.333523,13.790800,0.140768,0,3,192,192,246,0,246,0
warm,rand020,0.5,1,64,443.792944,0.544933,0,0,2.831088e-15,5.550559e-13,0.308107,0.882022,428.084087,13.816350,0.202871,0,3,192,192,246,0,246,0
cold,rand021,0.0,0,64,1.071216,0.946257,0,0,1.452485e-14,9.669849e-09,0.942246,0.000000,0.000000,0.000000,0.124859,0,0,0,0,0,0,0,0
cold,rand021,0.0,1,64,1.057066,0.941538,0,0,3.029120e-14,2.028639e-08,0.952900,0.000000,0.000000,0.000000,0.100160,0,0,0,0,0,0,0,0
warm_init,rand021,0.0,0,64,1.058321,0.939352,0,0,1.452485e-14,9.669849e-09,0.926107,0.000000,0.000000,0.000000,0.128166,0,0,0,0,0,0,0,0
warm,rand021,0.0,1,64,1.116544,0.964021,0,0,3.029120e-14,2.028639e-08,0.726688,0.000000,0.000000,0.000000,0.385798,0,0,0,0,0,0,0,0
cold,rand021,0.5,0,64,296.497426,0.945713,0,0,2.805656e-14,4.881065e-09,0.917866,0.583468,285.344371,9.198924,0.124245,0,2,128,128,164,0,164,0
cold,rand021,0.5,1,64,296.538479,0.936532,0,0,5.387862e-14,1.006797e-08,0.956513,0.577863,285.378385,9.196933,0.100270,0,2,128,128,164,0,164,0
warm_init,rand021,0.5,0,64,296.664907,0.949699,0,0,2.805656e-14,4.881065e-09,0.926646,0.595527,285.456384,9.221644,0.127996,0,2,128,128,164,0,164,0
warm,rand021,0.5,1,64,296.724591,0.973097,0,0,5.387862e-14,1.006797e-08,0.741630,0.588227,285.524545,9.142917,0.397987,0,2,128,128,164,0,164,0
cold,rand022,0.0,0,64,1.163575,0.953462,0,0,3.367045e-16,9.568051e-11,1.031050,0.000000,0.000000,0.000000,0.128306,0,0,0,0,0,0,0,0
cold,rand022,0.0,1,64,0.905419,0.924409,0,0,1.515168e-15,2.177419e-10,0.795165,0.000000,0.000000,0.000000,0.106144,0,0,0,0,0,0,0,0
warm_init,rand022,0.0,0,64,1.153059,0.952244,0,0,3.367045e-16,9.568051e-11,1.015652,0.000000,0.000000,0.000000,0.133121,0,0,0,0,0,0,0,0
warm,rand022,0.0,1,64,0.825666,0.823859,0,0,1.515168e-15,2.177419e-10,0.680936,0.000000,0.000000,0.000000,0.140384,0,0,0,0,0,0,0,0
cold,rand022,0.5,0,64,306.458725,0.950446,0,0,6.902510e-15,5.816159e-05,1.013019,0.584087,294.294768,10.109324,0.127791,0,2,128,128,169,0,169,12
cold,rand022,0.5,1,64,308.025118,0.932745,0,0,8.754391e-15,5.803682e-06,0.790610,0.585314,295.921627,10.299158,0.098668,0,2,128,128,170,0,170,14
warm_init,rand022,0.5,0,64,306.427716,0.954292,0,0,6.902510e-15,5.816159e-05,1.014917,0.585153,294.258812,10.099212,0.138970,0,2,128,128,169,0,169,12
warm,rand022,0.5,1,64,308.049146,0.824175,0,0,8.754391e-15,5.803682e-06,0.683084,0.578023,295.983104,10.340781,0.134033,0,2,128,128,170,0,170,14
cold,rand023,0.0,0,64,1.055735,1.089117,0,0,2.348909e-16,3.518292e-12,0.965945,0.000000,0.000000,0.000000,0.085736,0,0,0,0,0,0,0,0
cold,rand023,0.0,1,64,1.054758,1.085808,0,0,0.000000e+00,3.117489e-13,0.957416,0.000000,0.000000,0.000000,0.093344,0,0,0,0,0,0,0,0
warm_init,rand023,0.0,0,64,1.050813,1.085728,0,0,2.348909e-16,3.518292e-12,0.959527,0.000000,0.000000,0.000000,0.087180,0,0,0,0,0,0,0,0
warm,rand023,0.0,1,64,0.934066,0.963528,0,0,0.000000e+00,3.117489e-13,0.837089,0.000000,0.000000,0.000000,0.092976,0,0,0,0,0,0,0,0
cold,rand023,0.5,0,64,317.023207,1.088218,0,0,1.762988e-14,6.664627e-12,0.947470,0.594133,304.615692,10.451143,0.084408,0,2,128,128,175,0,175,11
cold,rand023,0.5,1,64,316.956140,1.093185,0,0,1.433901e-14,3.515290e-12,0.953078,0.590087,304.606637,10.383211,0.093232,0,2,128,128,175,0,175,11
warm_init,rand023,0.5,0,64,317.039001,1.091592,0,0,1.762988e-14,6.664627e-12,0.951571,0.589616,304.659442,10.422360,0.085553,0,2,128,128,175,0,175,11
warm,rand023,0.5,1,64,316.925149,0.967419,0,0,1.433901e-14,3.515290e-12,0.830164,0.589994,304.605530,10.467753,0.094248,0,2,128,128,175,0,175,11
cold,rand024,0.0,0,64,0.990802,0.937590,0,0,2.253177e-14,3.152967e-10,0.861769,0.000000,0.000000,0.000000,0.124891,0,0,0,0,0,0,0,0
cold,rand024,0.0,1,64,0.963413,0.928921,0,0,1.384204e-15,1.207577e-09,0.831355,0.000000,0.000000,0.000000,0.127861,0,0,0,0,0,0,0,0
warm_init,rand024,0.0,0,64,0.969095,0.925914,0,0,2.253177e-14,3.152967e-10,0.841054,0.000000,0.000000,0.000000,0.124003,0,0,0,0,0,0,0,0
warm,rand024,0.0,1,64,2.241818,1.235345,0,0,1.384204e-15,1.207577e-09,0.704518,0.000000,0.000000,0.000000,1.531495,0,0,0,0,0,0,0,0
cold,rand024,0.5,0,64,296.522151,0.946091,0,0,1.368825e-14,1.968203e-09,0.841931,0.577818,285.451315,9.192676,0.129421,0,2,128,128,164,0,164,0
cold,rand024,0.5,1,64,296.420597,0.930459,0,0,3.214430e-14,4.709738e-09,0.832551,0.581847,285.363589,9.186278,0.127941,0,2,128,128,164,0,164,0
warm_init,rand024,0.5,0,64,296.437571,0.925813,0,0,1.368825e-14,1.968203e-09,0.833274,0.589735,285.371691,9.189398,0.125307,0,2,128,128,164,0,164,0
warm,rand024,0.5,1,64,297.649508,1.250954,0,0,3.214430e-14,4.709738e-09,0.701141,0.582236,285.422476,9.187160,1.421849,0,2,128,128,164,0,164,0
cold,rand025,0.0,0,64,1.255832,1.586505,0,0,1.235046e-15,1.644948e-13,0.886292,0.000000,0.000000,0.000000,0.354502,0,0,0,0,0,0,0,0
cold,rand025,0.0,1,64,1.259422,1.600176,0,0,1.852891e-15,2.235749e-13,0.883290,0.000000,0.000000,0.000000,0.361166,0,0,0,0,0,0,0,0
