# PF6 Phase 5 packet profile; timing requires GM6_PACKET_PROFILE=1
SUMMARY lane case u candidates built accepted rejected quality_rejected build_failed max_depth endpoint_root_ms algebraic_geometry_ms log_derivative_ms pfaffian_recurrence_ms quality_tail_ms accepted_ms rejected_ms
ARC lane case u arc_index cell_index cell_lo cell_hi radial_center theta_lo theta_hi event_gap_ratio nearest_event_kind xi_min_divisor chart2 constructions built accepted rejected quality_rejected build_failed max_depth accepted_node_sum accepted_node_min accepted_node_max node_failed first_failed_R first_failed_packet_center first_failed_packet_lo first_failed_packet_hi first_failed_block_lo first_failed_block_hi first_failed_phase_error first_failed_packet_tail construction_ms
ARC value_cold extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.15707799999999997
ARC value_cold extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 4.001391758148831e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.56856899999999999
ARC value_cold extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0046640000000002
ARC value_cold extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.61067699999999991
ARC value_cold extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.71929600000000005
SUMMARY value_warm extreme-q-planet 0.5 155 155 74 81 81 0 13 0.52686200000000005 1.1104859999999996 0.83914000000000033 0.92669800000000024 0.144622 1.7122160000000004 1.8798969999999995
ARC value_warm extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 3.9634341543779458e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.56518499999999994
ARC value_warm extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.15812099999999998
ARC value_warm extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 4.001391758148831e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51685400000000004
ARC value_warm extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96925700000000004
ARC value_warm extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.66343900000000011
ARC value_warm extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.71925700000000004
SUMMARY jac_cold extreme-q-planet 0.5 155 155 74 81 81 0 13 0.51851000000000003 1.0969070000000003 0.82863600000000004 0.908613 0.14491200000000004 1.6846579999999998 1.8560180000000002
ARC jac_cold extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 3.9634341543779458e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51651000000000002
ARC jac_cold extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.16994000000000001
ARC jac_cold extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 4.001391758148831e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.53948800000000008
ARC jac_cold extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96980599999999995
ARC jac_cold extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.60513600000000001
ARC jac_cold extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.73979600000000001
SUMMARY jac_warm extreme-q-planet 0.5 155 155 74 81 81 0 13 0.52573699999999979 1.0985379999999993 0.83197400000000021 0.91539000000000015 0.15214000000000003 1.6967369999999997 1.8701969999999997
ARC jac_warm extreme-q-planet 0.5 0 1 0.61388480268764611 0.61494530456379126 0.61441505362571869 3.1442692832866053 3.1589155516225098 0.5 1 3.9634341543779458e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51889300000000016
ARC jac_warm extreme-q-planet 0.5 1 2 0.61494530456379126 0.62112567813740649 0.61803549135059888 3.1365924751706937 3.1665923605213457 0.5 2 8.1556600959269827e-08 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.158084
ARC jac_warm extreme-q-planet 0.5 2 3 0.62112567813740649 0.6221764292950871 0.62165105371624674 3.1442669839539716 3.1589178525292994 0.49999999999994715 2 4.001391758148831e-08 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51783699999999999
ARC jac_warm extreme-q-planet 0.5 3 6 1.5980264849060857 1.5994085969361538 1.5987175409211196 6.2823897873919661 6.2833470342395676 0.49999999999991968 1 0.0009572468110538219 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0337540000000001
ARC jac_warm extreme-q-planet 0.5 4 10 1.6076181324425338 1.6118713147841603 1.6097447236133471 0.0047524914115348905 0.020213742255469295 0.5 1 0.01546109684371494 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.61509199999999986
ARC jac_warm extreme-q-planet 0.5 5 11 1.6118713147841603 1.629497047428148 1.6206841811061543 6.2778879518007811 6.3083687621826963 0.49999999999999373 1 0.030479630432897656 0 32 32 15 17 17 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 0.72327400000000019
SUMMARY value_cold very-wide 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm very-wide 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold very-wide 0.5 86 86 40 46 46 0 12 0.28800800000000004 0.6045100000000001 0.45827099999999993 0.51243399999999995 0.078512000000000012 0.90681700000000021 1.0587429999999998
ARC value_cold very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 2.5809075508831128e-05 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97114199999999995
ARC value_cold very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 0.0088698287795754491 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.99441800000000002
SUMMARY value_warm very-wide 0.5 86 86 40 46 46 0 12 0.286437 0.60075600000000007 0.45261100000000004 0.49692100000000011 0.077547999999999978 0.9013230000000001 1.0447799999999998
ARC value_warm very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 2.5809075508831128e-05 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97737299999999994
ARC value_warm very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 0.0088698287795754491 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96872999999999998
SUMMARY jac_cold very-wide 0.5 86 86 40 46 46 0 12 0.28850700000000007 0.60732399999999997 0.46315100000000009 0.50323100000000009 0.077875999999999987 0.90572900000000023 1.05829
ARC jac_cold very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 2.5809075508831128e-05 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.99477300000000002
ARC jac_cold very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 0.0088698287795754491 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96924600000000005
SUMMARY jac_warm very-wide 0.5 86 86 40 46 46 0 12 0.29379899999999998 0.61383299999999996 0.46542499999999992 0.50940999999999992 0.077789000000000011 0.91481900000000005 1.069536
ARC jac_warm very-wide 0.5 0 1 0.22157824531868867 0.22818427793381751 0.2248812616262531 3.1924149068585961 3.2262636825003126 0.49999999999999789 1 2.5809075508831128e-05 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0095130000000003
ARC jac_warm very-wide 0.5 1 6 3.0487171317402777 3.1361560807871789 3.0924366062637283 0.057330499477745461 0.095139895677801539 0.5 1 0.0088698287795754491 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.9748420000000001
SUMMARY value_cold very-close 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm very-close 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold very-close 0.5 301 301 145 156 156 0 13 1.0312330000000005 2.1554280000000001 1.6124690000000002 1.7804040000000005 0.29511899999999991 3.3479579999999993 3.6186690000000006
ARC value_cold very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 0.00020461890439898192 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0026559999999998
ARC value_cold very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.55299700000000007
ARC value_cold very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.58772400000000002
ARC value_cold very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51623799999999997
ARC value_cold very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54767700000000019
ARC value_cold very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.41294200000000003
ARC value_cold very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.43894899999999992
ARC value_cold very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.29491300000000004
ARC value_cold very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.34202400000000005
ARC value_cold very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.53936600000000001
ARC value_cold very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52666000000000002
ARC value_cold very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.67721700000000018
ARC value_cold very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52726400000000007
SUMMARY value_warm very-close 0.5 301 301 145 156 156 0 13 1.0239340000000003 2.1250960000000005 1.6032469999999999 1.7689900000000005 0.29862099999999986 3.3170829999999984 3.5864900000000008
ARC value_warm very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 0.00020461890439898192 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97772899999999996
ARC value_warm very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52057599999999993
ARC value_warm very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.63329499999999994
ARC value_warm very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52528200000000003
ARC value_warm very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54275800000000007
ARC value_warm very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.38635700000000001
ARC value_warm very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.45897599999999988
ARC value_warm very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.30937399999999998
ARC value_warm very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.33740199999999998
ARC value_warm very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54152299999999998
ARC value_warm very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.5166329999999999
ARC value_warm very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.634772
ARC value_warm very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51889600000000002
SUMMARY jac_cold very-close 0.5 301 301 145 156 156 0 13 1.0281349999999998 2.1375379999999984 1.6133810000000004 1.8079600000000016 0.28856800000000016 3.3445800000000014 3.6141770000000002
ARC jac_cold very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 0.00020461890439898192 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0270970000000001
ARC jac_cold very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52180299999999991
ARC jac_cold very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.58928800000000015
ARC jac_cold very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.560894
ARC jac_cold very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.53872999999999993
ARC jac_cold very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.38790400000000003
ARC jac_cold very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.42689199999999999
ARC jac_cold very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.303983
ARC jac_cold very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.38680600000000004
ARC jac_cold very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54029199999999999
ARC jac_cold very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51978800000000003
ARC jac_cold very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.63879199999999992
ARC jac_cold very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51648799999999995
SUMMARY jac_warm very-close 0.5 301 301 145 156 156 0 13 1.0277979999999993 2.1387269999999989 1.6173359999999997 1.8043150000000003 0.28873000000000015 3.3472489999999988 3.6139939999999995
ARC jac_warm very-close 0.5 0 1 0.1545640664350868 0.15630827659293667 0.15543617151401173 6.2725897519074643 6.2841483465609498 0.5 1 0.00020461890439898192 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0478550000000002
ARC jac_warm very-close 0.5 1 6 0.88245631230984622 0.89387243065431898 0.8881643714820826 3.2891781461894984 3.9873717160436275 0.5 1 0.15054431587328559 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51640100000000011
ARC jac_warm very-close 0.5 2 7 0.89387243065431898 0.92649088736351892 0.9101816590089189 2.8444667069552345 4.416438031434673 0.49999999999999828 2 0.30720275013980725 1 26 26 12 14 14 0 13 64 1 21 0 nan nan nan nan nan nan nan nan 0.58520400000000006
ARC jac_warm very-close 0.5 3 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 2.5582505765812606 3.145167199437481 0.5 1 0.029085770665675307 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.56171000000000004
ARC jac_warm very-close 0.5 4 8 0.92649088736351892 0.92649501690397407 0.92649295213374649 3.1624756436220269 4.6277724127200166 0.5 1 0.28426230976208844 1 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.54487899999999989
ARC jac_warm very-close 0.5 5 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 2.5445353712695313 3.0058339793003297 0.49999999999995604 2 0.10004335706286697 1 17 17 9 8 8 0 8 64 1 32 0 nan nan nan nan nan nan nan nan 0.38440100000000005
ARC jac_warm very-close 0.5 6 9 0.92649501690397407 0.92775800225381733 0.92712650957889564 3.3080789169993019 4.6352175647916223 0.49999999999995604 2 0.26223274368465543 1 19 19 10 9 9 0 9 64 1 32 0 nan nan nan nan nan nan nan nan 0.42687100000000006
ARC jac_warm very-close 0.5 7 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 1.5937720017355705 2.1405498396029117 0.4999999999999995 3 0.081905834662697283 1 13 13 7 6 6 0 6 64 2 32 0 nan nan nan nan nan nan nan nan 0.29214099999999993
ARC jac_warm very-close 0.5 8 10 0.92775800225381733 1.0361804074198051 0.98196920483681116 4.5801838519106433 5.1791601391116586 0.4999999999999995 3 0.085084695039150213 0 15 15 8 7 7 0 7 64 1 32 0 nan nan nan nan nan nan nan nan 0.35337299999999999
ARC jac_warm very-close 0.5 9 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 0.75634603494413144 1.3634848574092351 0.5 3 0.16604401861660578 0 24 24 11 13 13 0 13 64 1 32 0 nan nan nan nan nan nan nan nan 0.57561499999999999
ARC jac_warm very-close 0.5 10 11 1.0361804074198051 1.0947863757508374 1.0654833915853212 5.4179956885351945 5.9558392514722236 0.5 3 0.12207472646477724 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51645500000000011
ARC jac_warm very-close 0.5 11 12 1.0947863757508374 1.1171206249058834 1.1059535003283605 5.8738169392063106 7.0754626404189978 0.499999999999995 3 0.32038978610176244 0 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.63721300000000003
ARC jac_warm very-close 0.5 12 13 1.1171206249058834 1.1213270416313714 1.1192238332686273 6.1628470585327735 6.5568006080536856 0.49999999999997363 3 0.11227454374339692 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51912500000000006
SUMMARY value_cold fold-tangent 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm fold-tangent 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold fold-tangent 0.5 368 368 177 191 191 0 12 1.2748399999999991 2.6184919999999998 1.9680840000000004 2.2355950000000004 0.33475600000000005 4.0839140000000009 4.4502429999999986
ARC value_cold fold-tangent 0.5 0 1 0.58409496754712553 0.59299230178309115 0.58854363466510828 6.1042159235794031 6.1457541600338095 0.49999999999999378 1 0.0017679670667762085 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96078900000000023
ARC value_cold fold-tangent 0.5 1 2 0.59299230178309115 0.60210542288629199 0.59754886233469162 3.7130673070605047 3.8407066114395478 0.49999999999999389 1 0.0015419579131757295 1 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0477550000000002
ARC value_cold fold-tangent 0.5 2 2 0.59299230178309115 0.60210542288629199 0.59754886233469162 6.097736450203441 6.1398332707966716 0.49999999999999389 1 0.0015983066910659079 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.94635200000000008
ARC value_cold fold-tangent 0.5 3 3 0.60210542288629199 0.62267618610572972 0.61239080449601091 3.7010281798734672 3.8757557721732971 0.49999999999999728 1 0.0046408508039374585 1 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.94707599999999992
ARC value_cold fold-tangent 0.5 4 7 0.98748095329452867 1 0.99374047664726439 5.554542737559891 5.5829150056721435 0.49999999999999556 4 0.00070154247660691657 0 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.55288999999999988
ARC value_cold fold-tangent 0.5 5 8 1 1.2141063593375521 1.1070531796687759 5.6295352050551015 5.6805741389161923 0.4999999999999995 4 0.0075182869701771338 0 29 29 15 14 14 0 10 64 1 11 0 nan nan nan nan nan nan nan nan 0.68593400000000004
ARC value_cold fold-tangent 0.5 6 9 1.2141063593375521 1.2174741900537929 1.2157902746956726 5.7337404363603675 5.7632028137953046 0.49999999999996703 1 0.00037378071802661325 0 22 22 11 11 11 0 11 64 1 32 0 nan nan nan nan nan nan nan nan 0.49205899999999997
ARC value_cold fold-tangent 0.5 7 10 1.2174741900537929 1.2968631293495345 1.2571686597016636 0.92658153313572844 1.0087289824333303 0.49999999999999861 1 0.0015552071782214344 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97207400000000033
